1, 2.0
2, 3.99532
3, 5.96064
4, 7.98016
5, 9.97528
6, 11.98868
7, 13.98936
8, 15.99216
9, 18.01088
10, 19.9648
11, 21.9244
12, 23.9548
13, 25.96736
14, 27.92088
15, 29.92512
16, 31.92764
17, 33.9368
18, 35.8884
19, 37.84472
20, 39.8518
21, 41.90184
22, 43.95228
23, 45.93952
24, 47.89556
25, 49.92888
26, 51.98188
27, 53.968
28, 56.04572
29, 58.02416
30, 60.04172
31, 62.06736
32, 64.02936
33, 66.0716
34, 68.11644
35, 70.07768
36, 72.03296
37, 74.04272
38, 75.9958
39, 77.90816
40, 79.95788
41, 82.02712
42, 84.03672
43, 86.08744
44, 88.05544
45, 90.06616
46, 92.12404
47, 94.25704
48, 96.27708
49, 98.15344
50, 100.14304
51, 102.22256
52, 104.219
53, 106.20416
54, 108.25832
55, 110.2876
56, 112.2628
57, 114.13736
58, 116.18932
59, 118.2284
60, 120.08904
61, 122.07048
62, 124.15452
63, 126.24776
64, 128.33272
65, 130.3104
66, 132.28956
67, 134.3728
68, 136.33552
69, 138.3352
70, 140.2264
71, 142.28256
72, 144.23944
73, 146.15184
74, 148.20788
75, 150.01792
76, 152.02168
77, 154.07552
78, 156.1496
79, 158.20728
80, 160.24916
81, 162.29632
82, 164.3656
83, 166.28544
84, 168.2984
85, 170.37328
86, 172.25292
87, 174.25824
88, 176.39172
89, 178.3708
90, 180.29364
91, 182.27032
92, 184.30376
93, 186.38496
94, 188.44376
95, 190.44648
96, 192.46876
97, 194.56048
98, 196.42508
99, 198.51088
100, 200.384
