1, 1.50073
2, 3.0035
3, 4.48543
4, 5.98843
5, 7.50468
6, 9.00355
7, 10.51033
8, 12.00096
9, 13.49962
10, 15.00103
11, 16.51843
12, 18.04599
13, 19.54941
14, 21.06718
15, 22.52818
16, 24.0403
17, 25.54129
18, 27.01206
19, 28.52031
20, 30.04181
21, 31.57957
22, 33.03777
23, 34.5369
24, 36.06018
25, 37.57643
26, 39.08192
27, 40.61589
28, 42.1128
29, 43.64857
30, 45.17539
31, 46.70853
32, 48.22956
33, 49.69131
34, 51.17085
35, 52.72589
36, 54.22469
37, 55.79908
38, 57.26052
39, 58.74799
40, 60.25726
41, 61.7248
42, 63.21217
43, 64.76266
44, 66.28322
45, 67.78169
46, 69.35155
47, 70.84059
48, 72.33645
49, 73.90668
50, 75.31813
51, 76.78828
52, 78.29889
53, 79.89686
54, 81.49605
55, 83.00219
56, 84.5377
57, 86.00254
58, 87.56226
59, 89.01254
60, 90.56744
61, 92.06891
62, 93.56281
63, 95.02873
64, 96.54004
65, 98.04717
66, 99.53819
67, 101.07023
68, 102.54707
69, 104.07919
70, 105.51742
71, 106.93374
72, 108.32838
73, 109.76023
74, 111.29453
75, 112.68486
76, 114.19055
77, 115.66075
78, 117.16284
79, 118.57204
80, 120.11566
81, 121.64882
82, 123.18581
83, 124.71794
84, 126.29325
85, 127.86471
86, 129.36691
87, 130.94554
88, 132.41979
89, 134.04048
90, 135.60351
91, 137.20533
92, 138.65776
93, 140.20484
94, 141.6407
95, 142.96143
96, 144.50019
97, 146.0384
98, 147.48416
99, 148.92332
100, 150.52062
